frame	ecc	ep	mass	particle	signal	size	x	y	z
80	0.328561264786	0.0286424786249	5869.08927115	529.0	153.541724025	355420	142.026770393	927.033829206	80
81	0.450012433701	0.0306988915195	5507.28667751	529.0	155.322347875	355420	140.847467146	930.929122839	81
82	0.401449448696	0.0318480357923	5368.25769607	529.0	155.339892955	355420	140.460815817	926.295832034	82
83	0.426818512005	0.0288034741175	5009.6759054	529.0	131.261837059	355420	142.076921441	919.164870686	83
86	0.0957446477811	0.0484507285492	3359.46392	529.0	161.771938363	355420	135.505637977	920.791845136	86
87	0.0507439761574	0.0261428097122	7530.98372081	529.0	153.786953336	355420	143.01716366	925.040613999	87
88	0.173307549891	0.0272858718203	7180.1177708	529.0	158.681274401	355420	142.566794682	924.953262859	88
90	0.19987698199	0.0262780187043	7611.7647419	529.0	164.844116055	355420	140.321691545	918.62137119	90
92	0.389055513538	0.0318001865486	4302.3653233	529.0	130.587173186	355420	145.448580063	924.684481702	92
93	0.327287657909	0.0300812114977	5824.03057917	529.0	149.266176506	355420	147.877567145	919.135834302	93
94	0.227025609618	0.026732597558	6047.7482142	529.0	136.811009486	355420	142.003266784	922.187958905	94
96	0.423300714402	0.0367476285129	3744.40772192	529.0	130.187788628	355420	141.364019492	916.909978382	96
97	0.39830618909	0.0304893341236	5013.95141334	529.0	138.218134031	355420	142.809415589	915.674854045	97
99	0.25864763403	0.0330707322004	4453.43580047	529.0	131.721340577	355420	139.322501831	919.156311437	99
100	0.139716832467	0.0286557606929	6049.32303287	529.0	135.200279517	355420	135.1207608	918.182602416	100
101	0.332592421935	0.0326469236059	5269.01148384	529.0	146.505913256	355420	139.775014993	917.261748249	101
102	0.103051379533	0.0264839903537	6632.6818385	529.0	135.959314214	355420	135.454778034	910.511766303	102
103	0.281750377778	0.0296415380171	5442.06197867	529.0	129.385569935	355420	137.355980122	908.367827362	103
104	0.184394131505	0.0311393770626	5209.3287512	529.0	132.588407599	355420	136.068387493	906.214738722	104
105	0.0646768638768	0.0283471391372	6747.21074433	529.0	142.160194373	355420	137.936115776	906.186168489	105
106	0.311877665625	0.0320309106048	6136.55734349	529.0	154.517630951	355420	136.420314109	905.823482445	106
109	0.273001845486	0.0292403930193	5526.57673618	529.0	125.49915447	355420	131.486057632	905.893569199	109
110	0.235578859123	0.0363402346059	4451.40709534	529.0	152.154614547	355420	135.686932717	906.238235707	110
73	0.165151454135	0.0253318358217	8683.83225711	530.0	183.822951173	355420	215.436452521	936.763926169	73
74	0.215940462954	0.0241625955343	8731.73021771	530.0	184.911238142	355420	210.788224223	936.729034522	74
75	0.236050261612	0.0249109690109	7451.60432157	530.0	166.783180744	355420	215.692886834	933.477372271	75
76	0.141481166338	0.0273528649076	7001.12133939	530.0	162.159999793	355420	219.262774251	928.662643206	76
77	0.144759557355	0.0221666790292	9811.27989357	530.0	174.785271263	355420	219.990777136	924.336254399	77
78	0.239722289782	0.0258371107033	8576.35112913	530.0	189.591912344	355420	221.836487677	920.848965743	78
79	0.150773173805	0.0282627279823	7385.64458576	530.0	182.230540743	355420	225.309554315	922.217447735	79
80	0.134113401423	0.0241606838614	8657.85552829	530.0	175.106572905	355420	229.517527607	914.413185049	80
81	0.188953961658	0.0234196002163	9335.31688543	530.0	186.38681745	355420	225.570422659	912.340784255	81
87	0.17581126021	0.0301793213407	5200.37905894	530.0	152.871554804	355420	227.965483011	915.281150117	87
88	0.0569923934599	0.0238270724233	7927.34705238	530.0	155.322940552	355420	230.981594974	914.822670802	88
89	0.254573500688	0.0286951974309	6552.02142581	530.0	164.836271576	355420	228.532030559	915.838031761	89
90	0.217281514267	0.0327435843135	5431.96435619	530.0	155.198981605	355420	229.749538123	912.074963964	90
91	0.322829081324	0.0293447148501	6335.26875597	530.0	153.571323045	355420	229.093919065	911.60366075	91
92	0.318669204352	0.0327329462382	5553.02234435	530.0	158.632740582	355420	233.350454575	908.882307017	92
93	0.28365645962	0.0323507554233	5604.10585757	530.0	158.098494642	355420	233.528573191	903.951464484	93
94	0.304302208639	0.0330572355552	5604.86642067	530.0	162.243825352	355420	230.117783992	904.868998656	94
95	0.3795201	0.0354941666766	5775.1321824	530.0	168.48616547	355420	231.37912991	899.187881535	95
96	0.350784276881	0.0321224933926	6474.90259997	530.0	180.193694193	355420	232.756880861	894.945435024	96
102	0.249843958224	0.0292861092741	8405.48466109	530.0	178.613216712	355420	234.984973865	895.488684122	102
103	0.155929898776	0.0312489088903	7209.74861656	530.0	177.468045248	355420	237.811168881	891.846085649	103
104	0.223560967164	0.0333116895928	6987.06016361	530.0	191.031982001	355420	235.444920828	889.834261612	104
105	0.200608770634	0.0311793633617	6978.4459972	530.0	166.453392146	355420	239.792260362	888.597035535	105
106	0.230354577301	0.0349822799674	6046.49563859	530.0	158.049462516	355420	241.414989137	886.000236684	106
110	0.288404974733	0.0372625901047	3912.67360546	530.0	127.38525869	355420	245.281873338	894.295604892	110
112	0.41648983348	0.0472859623314	3212.27985375	530.0	134.889813509	355420	243.470087066	888.191603897	112
113	0.271878580315	0.03807695453	4196.74946282	530.0	138.405416104	355420	244.295958246	884.473567389	113
114	0.351864619951	0.0453571960858	3600.01706698	530.0	139.718404313	355420	247.413665726	882.379660877	114
73	0.30119734637	0.0272011462956	5646.24809828	531.0	139.669399175	355420	656.985565941	524.55458447	73
74	0.318732695927	0.0275991644596	6508.5347324	531.0	159.3474725	355420	656.964079716	522.460380298	74
75	0.263071032688	0.0269087354547	6603.44060844	531.0	156.725903513	355420	659.828892388	521.009070363	75
76	0.295740758483	0.0271285612491	5901.53077899	531.0	142.117752628	355420	659.04224732	520.870111658	76
77	0.298366722431	0.0263282805586	6811.24757092	531.0	152.376903153	355420	662.948349675	519.59126094	77
78	0.284799571919	0.0263619380026	6902.21877108	531.0	160.079963724	355420	665.199311567	518.689689521	78
79	0.266853737459	0.0240021538152	7394.49072852	531.0	150.384426827	355420	664.993000657	516.335353665	79
80	0.198658349844	0.0268519169057	6240.86726584	531.0	150.953942159	355420	663.512637216	514.866943292	80
81	0.259157412078	0.0262868296597	7194.53115357	531.0	172.185917073	355420	667.512265577	513.91185911	81
82	0.248000057317	0.0255993277587	7176.34179895	531.0	157.14617078	355420	667.199197767	512.834609246	82
83	0.325765906241	0.0319864126487	6045.2865371	531.0	171.093015201	355420	668.501604429	510.488247795	83
84	0.273303194397	0.0299547240967	6301.55746509	531.0	174.248596847	355420	670.508092147	509.262812255	84
85	0.203682146828	0.0260503769266	6251.27737266	531.0	151.096378144	355420	673.505861328	508.034962003	85
86	0.190140349561	0.0238502416058	7064.0413085	531.0	140.202346581	355420	674.748014217	507.447725993	86
87	0.219895116001	0.0263868368607	5371.55858438	531.0	135.478982701	355420	675.627176167	505.690608759	87
88	0.181059040804	0.0245275073098	6754.44895534	531.0	136.852104378	355420	678.168639955	503.271451216	88
89	0.172702338592	0.0240663764056	7264.2551554	531.0	147.206723814	355420	681.603318846	502.554635996	89
90	0.125389700663	0.0230937354384	7709.96974721	531.0	137.662373514	355420	684.025079203	501.55739462	90
91	0.18041746706	0.0247623485433	8445.51940675	531.0	169.831816073	355420	685.418410634	501.568270361	91
92	0.266729754137	0.0268552238113	7790.53276814	531.0	174.408372242	355420	686.335476226	500.573126992	92
93	0.221808787869	0.0252758656134	8496.69004726	531.0	166.930812779	355420	688.411934607	500.427429121	93
94	0.229509161482	0.0255583166853	8442.81787386	531.0	173.644742809	355420	691.367938101	501.442913704	94
95	0.234824499477	0.0261711568184	8366.055078	531.0	170.278571486	355420	691.423945937	500.561206826	95
96	0.208191228655	0.0251934240541	8482.03618888	531.0	169.847644766	355420	692.407162322	500.469707925	96
97	0.211108252311	0.0271657727837	7576.30297499	531.0	163.912530742	355420	694.855096391	497.673223919	97
98	0.275377423318	0.0293458740688	6274.70575066	531.0	155.148667058	355420	699.987470527	493.613616567	98
99	0.283571953236	0.0278982195707	7127.28940784	531.0	163.979628066	355420	699.568154637	494.53819823	99
103	0.327382526261	0.03167836434	5822.35064706	531.0	145.121652764	355420	704.421734017	492.735940414	103
106	0.27991662221	0.0304941578883	4795.34430683	531.0	127.145936326	355420	704.712542517	496.643115221	106
113	0.390298331309	0.031802562129	5768.4404967	531.0	132.832043644	355420	712.029805485	496.024215798	113
73	0.0570366227573	0.0236252762164	7707.94864868	532.0	159.493442929	355420	416.675695165	604.421738306	73
74	0.106532526435	0.0235506536238	7999.75439484	532.0	149.121966244	355420	414.394841702	605.107765789	74
75	0.130837222933	0.0230353605786	7553.85330675	532.0	144.99241341	355420	415.346048081	604.368535638	75
76	0.181182027221	0.0247179791772	6991.10021581	532.0	142.117752628	355420	412.994925811	605.035972555	76
77	0.17850367733	0.0241366715323	7230.73222195	532.0	146.102560082	355420	410.912545088	605.188155933	77
78	0.229918061297	0.0266776080566	6355.80057088	532.0	151.136948991	355420	409.590037653	606.232448256	78
82	0.352420933501	0.0268861622528	5398.9644191	532.0	133.664559054	355420	415.028499609	604.789261843	82
83	0.319443223953	0.0269690913321	5876.00402999	532.0	137.5986154	355420	411.863260932	606.566772363	83
84	0.268426210609	0.0268628092313	6353.57197161	532.0	142.172984492	355420	410.007818163	606.103098997	84
85	0.249291718312	0.0249563801952	6103.75724016	532.0	135.897334188	355420	410.005709886	607.89508989	85
86	0.267541513927	0.0254519050027	6999.33253315	532.0	146.493477517	355420	410.825887165	606.461349914	86
87	0.216413665495	0.0237167109295	7259.11035687	532.0	139.140576828	355420	410.836132621	606.441216047	87
88	0.257406269019	0.0259362601789	6788.8718773	532.0	145.247939002	355420	410.929722509	607.669302302	88
89	0.225240298595	0.0258445902769	7301.2772057	532.0	149.851155978	355420	408.88020366	608.106958874	89
90	0.235575560339	0.0256079681314	7676.65019183	532.0	177.119741719	355420	411.276693019	607.212538024	90
91	0.274960840042	0.0258485505267	6756.23485325	532.0	143.634355083	355420	408.942496832	607.673063197	91
92	0.24499105458	0.030190779062	6718.66623924	532.0	163.891284469	355420	409.409942252	607.992721295	92
93	0.299588177556	0.0280370424224	6787.63648786	532.0	175.763130915	355420	409.644099325	606.658864906	93
94	0.258015776774	0.0270684031818	7126.45040438	532.0	163.120819003	355420	408.69765867	609.821679919	94
95	0.235692333954	0.027156914496	7388.29759647	532.0	172.967180509	355420	408.66583963	608.367423028	95
96	0.26584309244	0.027639248087	7493.12629778	532.0	169.847644766	355420	409.712075431	608.736236058	96
97	0.228494667827	0.0282109506703	7625.03372737	532.0	172.772667539	355420	409.750911289	608.130632783	97
98	0.206315510357	0.0259093077959	8064.20458092	532.0	160.437826162	355420	409.986626197	608.375948718	98
99	0.177293297924	0.0264045439175	7607.579466	532.0	171.148136396	355420	411.653899062	607.543290748	99
100	0.257818009602	0.029107342462	7333.72568828	532.0	165.442447304	355420	410.006210066	607.144346507	100
101	0.235746857406	0.0280833234777	7504.74373406	532.0	160.376295576	355420	411.900700022	608.1707775	101
102	0.228855051929	0.0297995112429	7295.59457316	532.0	170.615609994	355420	414.505451289	607.219237415	102
103	0.157035371132	0.0305424522109	6638.87850056	532.0	155.612374651	355420	415.287789202	606.43407589	103
104	0.19753890107	0.0295230673191	7810.50395817	532.0	170.096970275	355420	412.48510729	607.119199058	104
105	0.259325947103	0.029775880957	7583.97644539	532.0	167.353140211	355420	412.188013808	607.214410977	105
106	0.259734743065	0.0304084595556	6306.96821648	532.0	160.698336189	355420	412.738452405	607.108565122	106
107	0.152320069197	0.0267073319808	7531.02669838	532.0	152.115308677	355420	410.880188964	606.549444326	107
108	0.288896738179	0.0317754361161	6047.80055982	532.0	143.973277481	355420	409.722250529	606.663055942	108
109	0.245616528035	0.0302125594536	6969.81701258	532.0	162.41067049	355420	410.775186535	607.938316881	109
110	0.247712724918	0.030230723408	6491.34047409	532.0	158.346953511	355420	411.658860718	608.12074902	110
111	0.284389182279	0.0323623668289	6041.0133392	532.0	146.693297051	355420	412.007291757	606.764055803	111
112	0.242157498695	0.0308100574668	6539.5619203	532.0	150.45402276	355420	409.919241296	606.365434638	112
113	0.243584460889	0.0307265101553	5440.54041694	532.0	127.258671183	355420	409.15265155	606.314845236	113
114	0.245796637579	0.0313509967413	5491.6590994	532.0	123.387681731	355420	411.345665457	606.300396737	114
73	0.204355661574	0.0252206913057	7001.49181673	534.0	158.592350031	355420	159.571129862	940.161062564	73
74	0.0744375974321	0.0241508658545	7501.26096482	534.0	151.678342808	355420	154.580077303	938.676882878	74
75	0.081334138696	0.0318648781652	5141.78298423	534.0	150.021052026	355420	158.997508713	930.935945399	75
76	0.256723212174	0.0262497408378	6469.09077827	534.0	159.426966089	355420	153.373074687	929.742797216	76
77	0.180011854853	0.0251380430736	6658.87066776	534.0	144.309890633	355420	152.822174232	925.309579084	77
82	0.212024852597	0.024995607704	6784.37951092	534.0	147.211642742	355420	159.185544376	919.350328973	82
83	0.202386641993	0.024726075324	7377.82049676	534.0	161.135220665	355420	159.595655612	919.224816869	83
84	0.142571609044	0.0247262098341	7058.36853498	534.0	173.381688405	355420	156.684864879	914.560567846	84
85	0.191042682841	0.023758501956	7568.22982832	534.0	149.308255325	355420	157.169588371	915.451496612	85
86	0.165343642901	0.0238379120463	7980.74895922	534.0	160.873205372	355420	157.66740051	909.496360629	86
87	0.171723162145	0.0254106354109	8105.85399875	534.0	173.925721035	355420	155.915695765	909.345245146	87
88	0.283648079006	0.0261398063123	7587.31575009	534.0	157.841690939	355420	159.202138338	910.941168785	88
89	0.165354538505	0.0236447006074	7811.65261341	534.0	145.443769038	355420	156.400564777	909.984371824	89
90	0.137154604894	0.0267320859682	7096.18846402	534.0	158.706303224	355420	157.880530018	903.624579937	90
91	0.273836234072	0.0267749990325	8415.70850286	534.0	175.251980416	355420	155.046231989	910.582506641	91
92	0.256287409448	0.025578653345	8303.24079709	534.0	162.138436506	355420	158.204555686	907.985553551	92
93	0.250340229098	0.0252010651079	8746.64465052	534.0	166.047580965	355420	158.080219563	902.95924328	93
94	0.300726061595	0.0280878877438	7769.28675023	534.0	169.259774556	355420	154.478187093	905.694520835	94
100	0.375123298281	0.0344684171692	4505.1935247	534.0	145.873985795	355420	149.215101317	907.693718455	100
101	0.36128792481	0.034569691588	4792.21709159	534.0	142.171418781	355420	153.267442776	908.353045334	101
102	0.304664759534	0.0339471252875	4880.31734419	534.0	146.622789838	355420	150.189702562	903.292621893	102
103	0.209510798626	0.0287330491492	5887.04343202	534.0	145.995879588	355420	151.994954859	900.748196053	103
104	0.202708309859	0.0319134425821	5565.22395054	534.0	146.545082083	355420	149.274752473	899.158443164	104
105	0.308093960773	0.0340930235189	4710.18112369	534.0	140.360698242	355420	151.678292018	898.548522944	105
106	0.0429573224635	0.0254781649462	7127.23609736	534.0	141.273262584	355420	151.464705623	898.270941098	106
107	0.0526658382717	0.0266823567551	6425.77269256	534.0	131.891886136	355420	148.537633408	894.712853754	107
108	0.182049536448	0.0296723154829	6024.72791919	534.0	141.204560606	355420	147.710980336	893.574620603	108
109	0.203272563055	0.0332946863305	5287.57466994	534.0	143.95491248	355420	148.301082957	894.666656598	109
110	0.112628490291	0.0270839700746	6661.18748568	534.0	138.000696914	355420	152.538714059	894.619067573	110
73	0.217184349407	0.0280852295547	5854.40055769	536.0	154.086885542	355420	120.154007868	956.585902783	73
74	0.235731343407	0.0256398133464	8182.10925641	536.0	172.981480843	355420	122.537321918	954.944448379	74
75	0.147540615968	0.0300006402706	6705.68959362	536.0	174.326138667	355420	117.08602449	949.66469413	75
77	0.166417555577	0.0222918572471	7976.48271267	536.0	146.998894806	355420	112.179786085	957.122987159	77
78	0.221111771603	0.0245796985375	7645.3832954	536.0	164.551471091	355420	113.777115061	953.349540376	78
79	0.237054787339	0.0256688729537	7578.49049781	536.0	177.807469366	355420	112.396685471	954.484845309	79
80	0.343194033582	0.0258079748624	6604.01932097	536.0	154.40431798	355420	114.875477018	948.205540972	80
81	0.262712648111	0.0264171586343	7254.88498017	536.0	166.860579431	355420	111.776819924	949.667478754	81
82	0.217489244418	0.0271829787773	5923.68812728	536.0	153.53361513	355420	111.672952408	957.687561548	82
83	0.237781590078	0.0266173332344	6637.32268493	536.0	152.987934227	355420	110.497561939	958.814267256	83
84	0.281373626607	0.0284447691879	6402.98575281	536.0	158.644244891	355420	108.63796634	953.607556513	84
85	0.248923368473	0.0302681211532	5748.81486073	536.0	157.354808008	355420	108.377848936	956.437807906	85
86	0.121238573037	0.0233444611518	8154.20442646	536.0	150.088409481	355420	105.363039163	948.172239288	86
87	0.212756787212	0.0264119939851	7132.78535949	536.0	160.194743058	355420	101.237110297	945.305676956	87
88	0.256841728191	0.0288594653706	6114.68635696	536.0	145.247939002	355420	102.373145844	942.017108975	88
93	0.345554777544	0.0452937860475	3837.64223028	536.0	158.098494642	355420	97.6438053128	947.206804591	93
100	0.0140658412858	0.0290208714652	10221.8527119	536.0	202.800419276	355420	99.039950135	946.142054319	100
101	0.0474445687493	0.0263206196023	10794.6250406	536.0	201.987442536	355420	101.044624021	947.343346228	101
106	0.120272079354	0.0725855053796	5413.41483064	536.0	225.154262243	355420	104.381594956	952.897989148	106
110	0.260933681018	0.0614618852346	5911.91447102	536.0	207.001045372	355420	103.743199086	950.864068124	110
73	0.0952483933277	0.0276756508165	7953.04591691	537.0	177.515300887	355420	251.253599504	954.970480467	73
74	0.129228260096	0.0221495645611	10135.1809514	537.0	178.946359492	355420	247.271868648	954.434792878	74
75	0.188525238154	0.0251227419069	9248.50452013	537.0	181.030990154	355420	253.071727375	949.971970524	75
76	0.19317321527	0.0325483491166	6542.88268829	537.0	173.092134611	355420	252.013332225	947.467864061	76
77	0.131385435294	0.0278881418883	6599.71257595	537.0	159.547580948	355420	252.054525459	942.783620247	77
78	0.228939043876	0.0249590953967	7403.02759613	537.0	155.608456357	355420	250.542970964	938.34986864	78
80	0.38395264897	0.0292729655052	5376.54812273	537.0	144.053190518	355420	244.164249911	933.435374441	80
82	0.320658286163	0.0262910029152	5443.21822581	537.0	129.148864492	355420	243.841944297	923.483403396	82
85	0.265580432554	0.026533895363	5011.2141982	537.0	120.698290233	355420	241.201553906	919.491503724	85
86	0.168233880937	0.0299524216664	4761.4873858	537.0	134.809948635	355420	239.932177245	913.666460941	86
90	0.226217263668	0.0240561764871	7313.64240435	537.0	137.662373514	355420	244.34836328	914.996581423	90
91	0.261962034313	0.0247681712147	7067.89430296	537.0	145.441076531	355420	245.265276212	915.180310836	91
92	0.189609737126	0.0240049476518	8030.67293897	537.0	146.362804846	355420	248.342048702	911.978432767	92
93	0.151151724301	0.0236579871183	7616.10792905	537.0	156.332031015	355420	248.634714374	907.185812591	93
95	0.220944283129	0.0241479301503	7830.12567933	537.0	146.977293283	355420	247.738415905	899.99935055	95
99	0.0435351268994	0.0272666672823	6774.24037255	537.0	137.097721825	355420	250.947259635	901.1604646	99
100	0.143947421378	0.0269004632337	6510.96082938	537.0	136.08975504	355420	247.730433104	898.32004025	100
102	0.239032016021	0.0285318797385	5890.68165962	537.0	136.847937182	355420	248.321459751	895.25826925	102
103	0.119287588231	0.0263166772331	6482.39189909	537.0	132.008250406	355420	250.500932356	893.104939559	103
105	0.317965999837	0.0300204991489	5223.03752111	537.0	138.561202111	355420	254.424489569	895.208373476	105
73	0.0323666884448	0.0200750291716	7618.74045179	539.0	128.8562844	355420	576.545870307	453.300375575	73
74	0.0319274461867	0.0199861766437	8312.48446119	539.0	132.931581337	355420	576.623903724	452.279641896	74
75	0.0297890289298	0.019411730039	8288.87265103	539.0	130.744604	355420	576.917359222	452.037022464	75
76	0.0264941061219	0.0196845396085	8044.22920323	539.0	126.630561636	355420	577.002306672	451.9720071	76
77	0.0172665423026	0.0198313918781	8492.77151394	539.0	144.309890633	355420	577.387065232	450.880870943	77
78	0.0304390832825	0.0200840252949	7974.48623758	539.0	124.307904791	355420	577.696056236	450.069410685	78
79	0.0749792732814	0.0209056925842	7705.87495348	539.0	142.422898348	355420	577.933193295	449.448154499	79
80	0.0970872766255	0.0215104702939	7631.36872161	539.0	142.328002607	355420	578.596422124	449.312829116	80
81	0.069022611088	0.0212470789299	7672.03642875	539.0	132.245884762	355420	579.532922231	448.1901635	81
82	0.114932440284	0.0218284953261	7336.19738647	539.0	137.277114704	355420	578.897225173	447.417452902	82
83	0.170344844749	0.0234672830198	5952.04537008	539.0	127.640820864	355420	578.09935693	447.287139727	83
84	0.131634429647	0.022423628148	7100.84704864	539.0	136.104625398	355420	578.873983408	446.374161529	84
85	0.132339537042	0.0248955952429	6376.44596994	539.0	138.579518416	355420	579.67244345	446.14096262	85
86	0.117809443714	0.0238214924498	6389.99156532	539.0	130.316283681	355420	580.081256221	445.299805528	86
87	0.0442475890091	0.0254324081095	6162.46291582	539.0	140.05597536	355420	579.657308677	444.226727535	87
88	0.129109715571	0.0270852893929	5716.72379577	539.0	141.05002169	355420	579.634284556	443.288124697	88
89	0.0879123452346	0.0265347330226	6284.93377721	539.0	151.614110755	355420	579.656097532	443.284462744	89
90	0.137072202389	0.0249519892411	6097.47863324	539.0	133.278221492	355420	580.358863869	443.500111871	90
91	0.0788438901022	0.0264489253507	5870.03798321	539.0	133.697387122	355420	579.7914368	443.377447892	91
92	0.0276799937119	0.0244914661829	6124.45078004	539.0	127.081477262	355420	579.677539261	443.506133201	92
93	0.0271129523105	0.0229144383648	6975.76486416	539.0	130.718308419	355420	580.46280155	442.530814179	93
94	0.120640728833	0.0277929705089	5953.03289994	539.0	128.918066631	355420	580.833674859	441.979310167	94
95	0.0659167503812	0.025101290583	6589.7807165	539.0	135.326654181	355420	580.642649293	440.760301357	95
96	0.0611795558688	0.0249240985144	6374.89078884	539.0	129.325617842	355420	580.769456203	442.671356049	96
97	0.0255998020402	0.0252355660688	6300.44327624	539.0	134.674079312	355420	580.851567027	442.478623084	97
98	0.0309658766285	0.0242161767838	7101.57762395	539.0	140.162716262	355420	580.701873348	441.795951428	98
99	0.0846464564022	0.0270146547593	5984.80839262	539.0	138.889848908	355420	580.650321511	440.734421176	99
100	0.0693201271159	0.0266557894079	6256.57082976	539.0	134.310803994	355420	579.930747678	440.443379039	100
101	0.0754540728709	0.0249520822075	6568.49292745	539.0	136.103126516	355420	580.632698	440.41781502	101
102	0.12214077902	0.0247117613151	6663.7836424	539.0	133.293445307	355420	580.650999334	440.664353667	102
103	0.0555145310804	0.0264255380815	5901.03106121	539.0	136.379384526	355420	579.880829715	439.649468437	103
105	0.0504622327001	0.0256977481792	6421.50194456	539.0	125.964729191	355420	580.833081098	439.020865874	105
106	0.0530991109871	0.0283980669242	6115.3663541	539.0	135.975515237	355420	579.894257496	438.739840299	106
107	0.103932699631	0.028772664058	6140.00693926	539.0	140.684678545	355420	579.845529655	438.625420327	107
108	0.0789970585286	0.0250008041737	6826.73290721	539.0	131.975504357	355420	579.404192022	438.663972116	108
109	0.122283389634	0.0283704604672	6622.84876199	539.0	148.568851983	355420	579.78708316	437.648487838	109
110	0.0983752328107	0.0273216298541	6492.22509394	539.0	139.769936618	355420	580.618766692	437.900839537	110
111	0.171465842636	0.0289170639229	6305.06127389	539.0	147.610130158	355420	579.523765688	437.520802109	111
112	0.180790489734	0.0309064763213	5560.74609407	539.0	134.889813509	355420	578.969298181	437.513288488	112
113	0.13830401128	0.0303150515394	5826.96090754	539.0	136.547625284	355420	578.968011329	437.541538305	113
114	0.195787298809	0.029414200511	6486.01865217	539.0	143.347453776	355420	579.432974743	437.28160205	114
73	0.159223345657	0.0240420073101	8450.44919656	540.0	174.812022194	355420	79.7020816322	962.6881276	73
75	0.368678958023	0.0347485326949	3888.81386257	540.0	134.097029744	355420	80.2971583	955.618244023	75
76	0.168630166669	0.0292517546688	4213.42696092	540.0	137.562696454	355420	76.6417058568	951.169199015	76
84	0.226103961002	0.0284171081441	6607.57614512	540.0	172.514779963	355420	75.9740988356	951.366234494	84
85	0.190165013528	0.0303309938542	6987.08991238	540.0	174.341974781	355420	75.5661359741	951.641842199	85
90	0.056445485497	0.0691724322242	4402.56546124	540.0	223.59175316	355420	73.9143886946	950.763987302	90
98	0.088016127945	0.0321885375235	7930.21255028	540.0	189.528201235	355420	75.2455920593	950.278568323	98
99	0.132379943031	0.0298447810903	8705.25730414	540.0	189.069407223	355420	78.0550686693	944.562670883	99
100	0.11799867917	0.0283892751312	8463.35960267	540.0	185.900384336	355420	73.8128357883	942.242374248	100
103	0.058116091344	0.0295768408537	8228.22286638	540.0	176.593818424	355420	72.0806752708	944.511237037	103
104	0.134945201955	0.0260789794093	9371.90691608	540.0	185.79822907	355420	70.2871115953	943.299576295	104
105	0.142070659897	0.0276331778605	8749.15019041	540.0	174.551124737	355420	74.1958693789	940.725580242	105
106	0.0830262146165	0.0236966254895	11108.4932286	540.0	171.293830883	355420	74.6906112632	940.147354893	106
114	0.0716265620086	0.034930582358	8665.26285451	540.0	205.041294641	355420	73.923856541	940.249047989	114
73	0.186622941843	0.022748576826	7179.00711761	541.0	140.570492073	355420	166.647457816	961.800366193	73
74	0.278055630263	0.0323453323324	5376.91203999	541.0	163.608100107	355420	171.185617356	963.523374191	74
75	0.186242292155	0.0301161394631	6449.22902423	541.0	170.973712923	355420	171.162416477	956.809172611	75
76	0.198742429722	0.026505243576	7777.30291143	541.0	174.003145846	355420	163.89105263	955.977606433	76
77	0.210943233766	0.0287861889891	6324.53781555	541.0	164.925589294	355420	164.294154148	952.015316877	77
78	0.229285883158	0.031628508384	5561.66086257	541.0	152.031250464	355420	161.151000982	947.599938205	78
79	0.237579642934	0.0272692605111	5283.80106729	541.0	137.999826971	355420	160.290352326	947.947459077	79
84	0.190352058972	0.028591876761	7398.19664425	541.0	181.183864384	355420	160.423722993	951.947007774	84
85	0.205765843035	0.0243848169431	8985.3171618	541.0	177.918220418	355420	157.308364295	955.078375402	85
86	0.239900731793	0.0249080856029	8155.10315945	541.0	157.278273408	355420	156.965274141	948.687113241	86
87	0.300853731558	0.0266816387736	7955.72863954	541.0	163.856337185	355420	155.225217245	947.865899145	87
88	0.140963545552	0.0324239847055	6285.9613833	541.0	166.237525563	355420	163.013350922	945.001201584	88
90	0.180069545443	0.0293805963053	6645.49763608	541.0	163.967285651	355420	161.405652591	941.26076506	90
91	0.0282973723691	0.0292916723565	7338.9025201	541.0	171.638537521	355420	160.163509111	939.909467889	91
92	0.223166410999	0.0299683018223	5691.49733337	541.0	155.127044658	355420	156.325495319	940.698175919	92
73	0.185214054877	0.0250297019307	7042.04099713	542.0	146.878142359	355420	631.442214956	478.682405932	73
74	0.252376285775	0.0255854205685	6428.43493339	542.0	144.861338637	355420	631.990070346	477.303044774	74
75	0.236897535581	0.0263733047328	6111.47213057	542.0	142.478094103	355420	632.437912206	477.537454208	75
76	0.209636142145	0.0265985878439	6541.97167705	542.0	146.672808802	355420	634.146521669	477.079542647	76
77	0.0716966691618	0.0239582700525	7380.42012093	542.0	148.791564255	355420	635.181465291	475.012581406	77
78	0.13871789632	0.0255279006865	6995.2261243	542.0	150.242647518	355420	636.924937033	475.148868655	78
79	0.130309897068	0.0230622681768	7710.29802486	542.0	147.730584001	355420	639.766800429	472.384262826	79
80	0.139166917091	0.0267838675571	6227.92835651	542.0	140.602814697	355420	642.439968603	472.02665087	80
81	0.158495870178	0.0246709174987	7353.40372654	542.0	149.10945396	355420	643.016091099	470.401534362	81
82	0.282476937601	0.0260098955557	6267.78405295	542.0	146.30850383	355420	645.690679161	469.515141063	82
83	0.248168345768	0.0246151706295	6331.34681648	542.0	133.977599205	355420	647.4947091	468.573669297	83
85	0.304681306056	0.0322905003173	5963.38959892	542.0	185.9647731	355420	652.66645838	476.41172349	85
86	0.354905284657	0.0333485140617	6409.76369112	542.0	179.746598181	355420	655.049372601	475.539486476	86
87	0.234337372023	0.0253424489736	8251.4023653	542.0	170.264126908	355420	656.762439589	474.753279304	87
